Fecha;Hora;Sistema;ETD;Detector;0-50 (km/h);50-80 (km/h);80-120 (km/h);120-255 (km/h);Velocidad media (km/h);0-6 (m);6-999 (m);Vehículos totales;
2025-10-17;08:30:00 - 09:00:00;N-I;[N-I] 33-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 447,700, N-I pk 453,400;Lento VITORIA-GASTEIZ;0;238;317;1;85,09;425;131;556;
2025-10-17;08:30:00 - 09:00:00;N-I;[N-I] 33-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 447,700, N-I pk 453,400;Central VITORIA-GASTEIZ;0;9;466;8;100,01;449;34;483;
2025-10-17;08:30:00 - 09:00:00;N-I;[N-I] 33-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 447,700, N-I pk 453,400;Central LASARTE-ORIA;0;47;496;2;97,13;502;43;545;
2025-10-17;08:30:00 - 09:00:00;N-I;[N-I] 96-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 444,700, N-I pk 447,700;Central VITORIA-GASTEIZ;138;98;455;3;80,32;677;17;694;
2025-10-17;08:30:00 - 09:00:00;N-I;[N-I] 96-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 444,700, N-I pk 447,700;Lento VITORIA-GASTEIZ;119;156;343;5;77,23;512;111;623;
2025-10-17;08:30:00 - 09:00:00;N-I;[N-I] 96-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 444,700, N-I pk 447,700;Lento LASARTE-ORIA;0;279;216;0;80,27;359;136;495;
2025-10-17;08:30:00 - 09:00:00;N-I;[N-I] 96-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 444,700, N-I pk 447,700;Central LASARTE-ORIA;0;24;646;4;98,99;649;25;674;
2025-10-17;08:30:00 - 09:00:00;N-634;[N-634] 317-ETD SAN SEBASTIÁN-SANTANDER, N-634 pk 62,000, N-634 pk 65,900;Central SANTANDER;0;2;56;8;103,79;66;0;66;
2025-10-17;08:30:00 - 09:00:00;N-634;[N-634] 317-ETD SAN SEBASTIÁN-SANTANDER, N-634 pk 62,000, N-634 pk 65,900;Lento SANTANDER;0;73;115;1;86,69;182;7;189;
2025-10-17;08:30:00 - 09:00:00;N-634;[N-634] 317-ETD SAN SEBASTIÁN-SANTANDER, N-634 pk 62,000, N-634 pk 65,900;Lento SAN SEBASTIÁN;0;69;76;1;83,73;140;6;146;
2025-10-17;08:30:00 - 09:00:00;N-I;[N-I] 168-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 412,500, N-I pk 417,900;Central VITORIA-GASTEIZ;0;1;155;19;104,14;165;10;175;
2025-10-17;08:30:00 - 09:00:00;N-I;[N-I] 168-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 412,500, N-I pk 417,900;Central LASARTE-ORIA;0;0;98;19;106,5;110;7;117;
2025-10-17;08:30:00 - 09:00:00;N-I;[N-I] 168-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 412,500, N-I pk 417,900;Lento LASARTE-ORIA;0;40;390;7;97,44;319;118;437;
2025-10-17;08:30:00 - 09:00:00;N-I;[N-I] 168-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 412,500, N-I pk 417,900;Lento VITORIA-GASTEIZ;0;26;303;15;99,1;239;105;344;
2025-10-17;08:30:00 - 09:00:00;GI-20;[GI-20] 249-ETD USURBIL, AP-8-ERRENTERIA AP-8, GI-20 pk 13,800, GI-20 pk 15,900;Central USURBIL, AP-8;1;70;257;1;92,45;297;32;329;
2025-10-17;08:30:00 - 09:00:00;GI-20;[GI-20] 249-ETD USURBIL, AP-8-ERRENTERIA AP-8, GI-20 pk 13,800, GI-20 pk 15,900;Rápido USURBIL, AP-8;0;1;222;9;101,4;229;3;232;
2025-10-17;08:30:00 - 09:00:00;GI-20;[GI-20] 249-ETD USURBIL, AP-8-ERRENTERIA AP-8, GI-20 pk 13,800, GI-20 pk 15,900;Lento ERRENTERIA AP-8;8;203;11;0;65,29;200;22;222;
2025-10-17;08:30:00 - 09:00:00;GI-20;[GI-20] 249-ETD USURBIL, AP-8-ERRENTERIA AP-8, GI-20 pk 13,800, GI-20 pk 15,900;Central ERRENTERIA AP-8;1;41;281;3;95,74;306;20;326;
2025-10-17;08:30:00 - 09:00:00;GI-20;[GI-20] 249-ETD USURBIL, AP-8-ERRENTERIA AP-8, GI-20 pk 13,800, GI-20 pk 15,900;Rápido ERRENTERIA AP-8;0;3;105;4;100,49;109;3;112;
2025-10-17;08:30:00 - 09:00:00;GI-20;[GI-20] 249-ETD USURBIL, AP-8-ERRENTERIA AP-8, GI-20 pk 13,800, GI-20 pk 15,900;Lento USURBIL, AP-8;65;210;0;0;55,55;258;17;275;
2025-10-17;08:30:00 - 09:00:00;GI-2632;[GI-2632] 9159-ETD BEASAIN-BIZKAIA, GI-2632 pk 14,100, GI-2632 pk 17,200;Lento BEASAIN;3;2;0;0;41;5;0;5;
2025-10-17;08:30:00 - 09:00:00;GI-2632;[GI-2632] 9159-ETD BEASAIN-BIZKAIA, GI-2632 pk 14,100, GI-2632 pk 17,200;Lento BIZKAIA;2;5;0;0;53,57;7;0;7;
2025-10-17;08:30:00 - 09:00:00;AP-636;[AP-636] 170-ETD BEASAIN-BERGARA, AP-636 pk 2,800, AP-636 pk 5,000;Lento BERGARA;1;16;257;42;103,31;278;38;316;
2025-10-17;08:30:00 - 09:00:00;AP-636;[AP-636] 170-ETD BEASAIN-BERGARA, AP-636 pk 2,800, AP-636 pk 5,000;Central BERGARA;1;0;82;57;115,75;137;3;140;
2025-10-17;08:30:00 - 09:00:00;AP-636;[AP-636] 170-ETD BEASAIN-BERGARA, AP-636 pk 2,800, AP-636 pk 5,000;Lento BEASAIN;0;19;347;41;102,4;351;56;407;
2025-10-17;08:30:00 - 09:00:00;AP-636;[AP-636] 170-ETD BEASAIN-BERGARA, AP-636 pk 2,800, AP-636 pk 5,000;Central BEASAIN;0;0;101;53;113,77;152;2;154;
2025-10-17;08:30:00 - 09:00:00;GI-3711;[GI-3711] 207-ETD UGARTE-BEDAIO, GI-3711 pk 0,000, GI-3711 pk 6,900;Lento UGARTE;1;0;0;0;25;1;0;1;
2025-10-17;08:30:00 - 09:00:00;GI-3711;[GI-3711] 207-ETD UGARTE-BEDAIO, GI-3711 pk 0,000, GI-3711 pk 6,900;Lento BEDAIO;0;3;0;0;65;3;0;3;
2025-10-17;08:30:00 - 09:00:00;N-636;[N-636] 133-ETD BIZKAIA-BERGARA, N-636 pk 29,700, N-636 pk 34,000;Lento BIZKAIA;10;189;3;0;63,54;184;18;202;
2025-10-17;08:30:00 - 09:00:00;N-636;[N-636] 133-ETD BIZKAIA-BERGARA, N-636 pk 29,700, N-636 pk 34,000;Lento BERGARA;15;68;6;0;60,62;70;19;89;
2025-10-17;08:30:00 - 09:00:00;GI-41;[GI-41] 302-ETD SAN SEBASTIÁN-A-15, GI-41 pk 0,000, GI-41 pk 1,400;Central A-15;52;21;281;25;90,41;354;25;379;
2025-10-17;08:30:00 - 09:00:00;GI-41;[GI-41] 302-ETD SAN SEBASTIÁN-A-15, GI-41 pk 0,000, GI-41 pk 1,400;Lento A-15;40;211;300;6;81,79;500;57;557;
2025-10-17;08:30:00 - 09:00:00;GI-41;[GI-41] 302-ETD SAN SEBASTIÁN-A-15, GI-41 pk 0,000, GI-41 pk 1,400;Central SAN SEBASTIÁN;0;2;207;48;107,2;255;2;257;
2025-10-17;08:30:00 - 09:00:00;GI-41;[GI-41] 302-ETD SAN SEBASTIÁN-A-15, GI-41 pk 0,000, GI-41 pk 1,400;Lento SAN SEBASTIÁN;1;60;397;11;96,3;437;32;469;
2025-10-17;08:30:00 - 09:00:00;N-638;[N-638] 128-ETD HONDARRIBIA-IRUN, N-638 pk 0,000, N-638 pk 1,000;Lento HONDARRIBIA;51;384;14;0;61,55;436;13;449;
2025-10-17;08:30:00 - 09:00:00;N-638;[N-638] 128-ETD HONDARRIBIA-IRUN, N-638 pk 0,000, N-638 pk 1,000;Lento IRUN;0;164;51;0;73,3;195;20;215;
2025-10-17;08:30:00 - 09:00:00;N-I;[N-I] 12-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 436,800, N-I pk 444,700;Central LASARTE-ORIA;0;0;479;44;103,37;510;13;523;
2025-10-17;08:30:00 - 09:00:00;N-I;[N-I] 12-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 436,800, N-I pk 444,700;Lento LASARTE-ORIA;0;84;470;8;95,34;428;134;562;
2025-10-17;08:30:00 - 09:00:00;N-I;[N-I] 12-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 436,800, N-I pk 444,700;Central VITORIA-GASTEIZ;0;15;685;31;100,98;712;19;731;
2025-10-17;08:30:00 - 09:00:00;N-I;[N-I] 12-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 436,800, N-I pk 444,700;Lento VITORIA-GASTEIZ;0;74;478;2;95,47;449;105;554;
2025-10-17;08:30:00 - 09:00:00;GI-636;[GI-636] 252-ETD IRUN-PASAIA, GI-636 pk 2,600, GI-636 pk 4,500;Lento PASAIA;3;572;40;0;67,08;585;30;615;
2025-10-17;08:30:00 - 09:00:00;GI-636;[GI-636] 252-ETD IRUN-PASAIA, GI-636 pk 2,600, GI-636 pk 4,500;Lento IRUN;2;0;0;0;25;1;1;2;
2025-10-17;08:30:00 - 09:00:00;GI-636;[GI-636] 252-ETD IRUN-PASAIA, GI-636 pk 2,600, GI-636 pk 4,500;Central IRUN;1;573;79;1;69,28;586;68;654;
2025-10-17;08:30:00 - 09:00:00;A-15;[A-15] 120-ETD ANDOAIN-SAN SEBASTIÁN, A-15 pk 162,100, A-15 pk 164,300;Lento SAN SEBASTIÁN;1;86;341;28;95,69;347;109;456;
2025-10-17;08:30:00 - 09:00:00;A-15;[A-15] 120-ETD ANDOAIN-SAN SEBASTIÁN, A-15 pk 162,100, A-15 pk 164,300;Central SAN SEBASTIÁN;2;4;268;81;108,31;342;13;355;
2025-10-17;08:30:00 - 09:00:00;A-15;[A-15] 120-ETD ANDOAIN-SAN SEBASTIÁN, A-15 pk 162,100, A-15 pk 164,300;Lento ANDOAIN;0;22;462;36;101,29;400;120;520;
2025-10-17;08:30:00 - 09:00:00;A-15;[A-15] 120-ETD ANDOAIN-SAN SEBASTIÁN, A-15 pk 162,100, A-15 pk 164,300;Central ANDOAIN;4;0;313;153;112,38;455;15;470;
2025-10-17;08:30:00 - 09:00:00;GI-636;[GI-636] 101-ETD PASAIA-IRUN, GI-636 pk 0,000, GI-636 pk 2,100;Lento IRUN;29;248;21;1;63,83;272;27;299;
2025-10-17;08:30:00 - 09:00:00;GI-636;[GI-636] 101-ETD PASAIA-IRUN, GI-636 pk 0,000, GI-636 pk 2,100;Rápido IRUN;0;109;405;0;92,58;504;10;514;
2025-10-17;08:30:00 - 09:00:00;GI-636;[GI-636] 101-ETD PASAIA-IRUN, GI-636 pk 0,000, GI-636 pk 2,100;Central IRUN;13;384;113;0;71,74;442;68;510;
2025-10-17;08:30:00 - 09:00:00;GI-636;[GI-636] 101-ETD PASAIA-IRUN, GI-636 pk 0,000, GI-636 pk 2,100;Central PASAIA;16;409;117;0;71,37;492;50;542;
2025-10-17;08:30:00 - 09:00:00;GI-636;[GI-636] 101-ETD PASAIA-IRUN, GI-636 pk 0,000, GI-636 pk 2,100;Lento PASAIA;11;84;5;0;62,35;86;14;100;
2025-10-17;08:30:00 - 09:00:00;GI-636;[GI-636] 101-ETD PASAIA-IRUN, GI-636 pk 0,000, GI-636 pk 2,100;Rápido PASAIA;1;35;167;7;95,14;205;5;210;
2025-10-17;08:30:00 - 09:00:00;GI-20;[GI-20] 248-ETD USURBIL, AP-8-ERRENTERIA AP-8, GI-20 pk 13,200, GI-20 pk 13,800;Lento USURBIL, AP-8;1;70;257;1;92,45;297;32;329;
2025-10-17;08:30:00 - 09:00:00;GI-20;[GI-20] 248-ETD USURBIL, AP-8-ERRENTERIA AP-8, GI-20 pk 13,200, GI-20 pk 13,800;Central USURBIL, AP-8;0;1;222;9;101,4;229;3;232;
2025-10-17;08:30:00 - 09:00:00;GI-20;[GI-20] 248-ETD USURBIL, AP-8-ERRENTERIA AP-8, GI-20 pk 13,200, GI-20 pk 13,800;Central ERRENTERIA AP-8;0;3;105;4;100,49;109;3;112;
2025-10-17;08:30:00 - 09:00:00;GI-20;[GI-20] 248-ETD USURBIL, AP-8-ERRENTERIA AP-8, GI-20 pk 13,200, GI-20 pk 13,800;Lento ERRENTERIA AP-8;1;41;281;3;95,74;306;20;326;
2025-10-17;08:30:00 - 09:00:00;N-I;[N-I] 30-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 405,500, N-I pk 412,500;Lento VITORIA-GASTEIZ;1;58;137;4;90,28;119;81;200;
2025-10-17;08:30:00 - 09:00:00;N-I;[N-I] 30-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 405,500, N-I pk 412,500;Central VITORIA-GASTEIZ;0;1;58;10;105,29;60;9;69;
2025-10-17;08:30:00 - 09:00:00;N-I;[N-I] 30-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 405,500, N-I pk 412,500;Lento LASARTE-ORIA;36;70;83;3;73,8;106;86;192;
2025-10-17;08:30:00 - 09:00:00;N-I;[N-I] 30-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 405,500, N-I pk 412,500;Central LASARTE-ORIA;2;29;120;4;93,52;136;19;155;
2025-10-17;08:30:00 - 09:00:00;A-15;[A-15] 134-ETD NAVARRA-ANDOAIN, A-15 pk 139,800, A-15 pk 156,700;Lento NAVARRA;205;31;0;0;30,25;193;43;236;
2025-10-17;08:30:00 - 09:00:00;A-15;[A-15] 134-ETD NAVARRA-ANDOAIN, A-15 pk 139,800, A-15 pk 156,700;Lento ANDOAIN;6;193;6;0;64,85;154;51;205;
2025-10-17;08:30:00 - 09:00:00;GI-2630;[GI-2630] 82-ETD URRETXU-BERGARA, GI-2630 pk 13,800, GI-2630 pk 20,200;Lento URRETXU;5;52;4;0;64,02;55;6;61;
2025-10-17;08:30:00 - 09:00:00;GI-2630;[GI-2630] 82-ETD URRETXU-BERGARA, GI-2630 pk 13,800, GI-2630 pk 20,200;Lento BERGARA;2;32;5;0;67,44;34;5;39;
2025-10-17;08:30:00 - 09:00:00;A-15;[A-15] 315-ETD SAN SEBASTIÁN-N-I BAZKARDO, A-15 pk 158,700, A-15 pk 162,100;Lento SAN SEBASTIÁN;1;47;157;6;92,99;178;33;211;
2025-10-17;08:30:00 - 09:00:00;A-15;[A-15] 315-ETD SAN SEBASTIÁN-N-I BAZKARDO, A-15 pk 158,700, A-15 pk 162,100;Central N-I BAZKARDO;2;30;424;26;99,67;468;14;482;
2025-10-17;08:30:00 - 09:00:00;A-15;[A-15] 315-ETD SAN SEBASTIÁN-N-I BAZKARDO, A-15 pk 158,700, A-15 pk 162,100;Lento N-I BAZKARDO;3;126;326;6;90,47;360;101;461;
2025-10-17;08:30:00 - 09:00:00;A-15;[A-15] 315-ETD SAN SEBASTIÁN-N-I BAZKARDO, A-15 pk 158,700, A-15 pk 162,100;Central SAN SEBASTIÁN;0;142;288;3;88,8;341;92;433;
2025-10-17;08:30:00 - 09:00:00;A-15;[A-15] 303-ETD SAN SEBASTIÁN-ANDOAIN, A-15 pk 166,100, A-15 pk 167,000;Central SAN SEBASTIÁN;1;2;257;44;105,31;293;11;304;
2025-10-17;08:30:00 - 09:00:00;A-15;[A-15] 303-ETD SAN SEBASTIÁN-ANDOAIN, A-15 pk 166,100, A-15 pk 167,000;Lento SAN SEBASTIÁN;1;96;481;8;94,68;486;100;586;
2025-10-17;08:30:00 - 09:00:00;A-15;[A-15] 303-ETD SAN SEBASTIÁN-ANDOAIN, A-15 pk 166,100, A-15 pk 167,000;Lento ANDOAIN;2;104;388;1;92,42;392;103;495;
2025-10-17;08:30:00 - 09:00:00;A-15;[A-15] 303-ETD SAN SEBASTIÁN-ANDOAIN, A-15 pk 166,100, A-15 pk 167,000;Central ANDOAIN;2;3;438;30;102;459;14;473;
2025-10-17;08:30:00 - 09:00:00;GI-627;[GI-627] 127-ETD ARABA-EIBAR, GI-627 pk 39,400, GI-627 pk 44,500;Lento EIBAR;17;372;5;0;63,72;370;24;394;
2025-10-17;08:30:00 - 09:00:00;GI-627;[GI-627] 127-ETD ARABA-EIBAR, GI-627 pk 39,400, GI-627 pk 44,500;Lento ARABA;2;201;17;0;67,34;198;22;220;
2025-10-17;08:30:00 - 09:00:00;GI-3630;[GI-3630] 190-ETD ASTEASU-ANOETA, GI-3630 pk 0,000, GI-3630 pk 9,000;Lento ASTEASU;6;4;0;0;41;9;1;10;
2025-10-17;08:30:00 - 09:00:00;GI-3630;[GI-3630] 190-ETD ASTEASU-ANOETA, GI-3630 pk 0,000, GI-3630 pk 9,000;Lento ANOETA;4;8;0;0;51,67;11;1;12;
2025-10-17;08:30:00 - 09:00:00;GI-627;[GI-627] 89-ETD EIBAR-ARABA, GI-627 pk 37,000, GI-627 pk 39,400;Lento ARABA;359;96;0;0;33,44;400;55;455;
2025-10-17;08:30:00 - 09:00:00;GI-627;[GI-627] 89-ETD EIBAR-ARABA, GI-627 pk 37,000, GI-627 pk 39,400;Lento EIBAR;147;224;1;0;49,29;355;17;372;
2025-10-17;08:30:00 - 09:00:00;N-634;[N-634] 45-ETD SANTANDER-SAN SEBASTIÁN, N-634 pk 54,000, N-634 pk 57,600;Lento SAN SEBASTIÁN;32;257;0;0;60,57;279;10;289;
2025-10-17;08:30:00 - 09:00:00;N-634;[N-634] 45-ETD SANTANDER-SAN SEBASTIÁN, N-634 pk 54,000, N-634 pk 57,600;Lento SANTANDER;19;219;1;0;61,97;228;11;239;
2025-10-17;08:30:00 - 09:00:00;GI-636;[GI-636] 253-ETD IRUN-PASAIA, GI-636 pk 2,100, GI-636 pk 2,600;Lento PASAIA;34;497;117;1;69,33;596;53;649;
2025-10-17;08:30:00 - 09:00:00;GI-636;[GI-636] 253-ETD IRUN-PASAIA, GI-636 pk 2,100, GI-636 pk 2,600;Central IRUN;1;167;298;0;87,3;458;8;466;
2025-10-17;08:30:00 - 09:00:00;GI-636;[GI-636] 253-ETD IRUN-PASAIA, GI-636 pk 2,100, GI-636 pk 2,600;Lento IRUN;13;585;55;1;67,26;572;82;654;
2025-10-17;08:30:00 - 09:00:00;GI-636;[GI-636] 253-ETD IRUN-PASAIA, GI-636 pk 2,100, GI-636 pk 2,600;Central PASAIA;1;66;115;1;87,19;176;7;183;
2025-10-17;08:30:00 - 09:00:00;N-I;[N-I] 100-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 433,300, N-I pk 436,800;Central VITORIA-GASTEIZ;1;1;407;28;102,31;426;11;437;
2025-10-17;08:30:00 - 09:00:00;N-I;[N-I] 100-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 433,300, N-I pk 436,800;Lento VITORIA-GASTEIZ;0;80;467;6;95,37;407;146;553;
2025-10-17;08:30:00 - 09:00:00;N-I;[N-I] 100-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 433,300, N-I pk 436,800;Central LASARTE-ORIA;0;2;350;60;105,66;396;16;412;
2025-10-17;08:30:00 - 09:00:00;N-I;[N-I] 100-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 433,300, N-I pk 436,800;Lento LASARTE-ORIA;0;27;468;13;99,16;378;130;508;
2025-10-17;08:30:00 - 09:00:00;N-634;[N-634] 11-ETD SAN SEBASTIÁN-SANTANDER, N-634 pk 60,700, N-634 pk 62,000;Lento SANTANDER;87;229;0;0;53,99;298;18;316;
2025-10-17;08:30:00 - 09:00:00;N-634;[N-634] 11-ETD SAN SEBASTIÁN-SANTANDER, N-634 pk 60,700, N-634 pk 62,000;Lento SAN SEBASTIÁN;89;205;0;0;52,89;276;18;294;
2025-10-17;08:30:00 - 09:00:00;GI-2132;[GI-2132] 9101-ETD LASARTE-ORIA-ASTIGARRAGA, GI-2132 pk 0,000, GI-2132 pk 0,500;Lento ASTIGARRAGA;4;128;34;0;71,2;156;10;166;
2025-10-17;08:30:00 - 09:00:00;GI-2132;[GI-2132] 9101-ETD LASARTE-ORIA-ASTIGARRAGA, GI-2132 pk 0,000, GI-2132 pk 0,500;Lento LASARTE-ORIA;9;0;0;0;25;8;1;9;
2025-10-17;08:30:00 - 09:00:00;GI-2132;[GI-2132] 9101-ETD LASARTE-ORIA-ASTIGARRAGA, GI-2132 pk 0,000, GI-2132 pk 0,500;Central LASARTE-ORIA;1;242;38;0;69,59;271;10;281;
2025-10-17;08:30:00 - 09:00:00;GI-3440;[GI-3440] 77-ETD LEZO-HONDARRIBIA, GI-3440 pk 0,000, GI-3440 pk 19,100;Lento HONDARRIBIA;12;0;0;0;25;12;0;12;
2025-10-17;08:30:00 - 09:00:00;GI-3440;[GI-3440] 77-ETD LEZO-HONDARRIBIA, GI-3440 pk 0,000, GI-3440 pk 19,100;Lento LEZO;16;0;0;0;25;15;1;16;
2025-10-17;08:30:00 - 09:00:00;GI-20;[GI-20] 116-ETD ERRENTERIA AP-8-USURBIL, AP-8, GI-20 pk 9,800, GI-20 pk 10,900;Lento USURBIL, AP-8;5;295;139;1;75,77;429;11;440;
2025-10-17;08:30:00 - 09:00:00;GI-20;[GI-20] 116-ETD ERRENTERIA AP-8-USURBIL, AP-8, GI-20 pk 9,800, GI-20 pk 10,900;Rápido USURBIL, AP-8;0;23;268;5;97,96;283;13;296;
2025-10-17;08:30:00 - 09:00:00;GI-20;[GI-20] 116-ETD ERRENTERIA AP-8-USURBIL, AP-8, GI-20 pk 9,800, GI-20 pk 10,900;Central USURBIL, AP-8;0;176;349;3;88,56;470;58;528;
2025-10-17;08:30:00 - 09:00:00;GI-20;[GI-20] 116-ETD ERRENTERIA AP-8-USURBIL, AP-8, GI-20 pk 9,800, GI-20 pk 10,900;Central ERRENTERIA AP-8;245;672;0;0;54,31;853;64;917;
2025-10-17;08:30:00 - 09:00:00;GI-20;[GI-20] 116-ETD ERRENTERIA AP-8-USURBIL, AP-8, GI-20 pk 9,800, GI-20 pk 10,900;Lento ERRENTERIA AP-8;32;307;1;0;61,34;332;8;340;
2025-10-17;08:30:00 - 09:00:00;GI-20;[GI-20] 116-ETD ERRENTERIA AP-8-USURBIL, AP-8, GI-20 pk 9,800, GI-20 pk 10,900;Rápido ERRENTERIA AP-8;12;640;0;0;64,26;638;14;652;
2025-10-17;08:30:00 - 09:00:00;GI-40;[GI-40] 316-ETD ENLACE HOSPITAL-A LA GI-20, GI-40 pk 3,000, GI-40 pk 3,800;Lento A LA GI-20;0;122;221;0;87,55;331;12;343;
2025-10-17;08:30:00 - 09:00:00;GI-40;[GI-40] 316-ETD ENLACE HOSPITAL-A LA GI-20, GI-40 pk 3,000, GI-40 pk 3,800;Central A LA GI-20;0;3;84;3;100,17;90;0;90;
2025-10-17;08:30:00 - 09:00:00;GI-40;[GI-40] 316-ETD ENLACE HOSPITAL-A LA GI-20, GI-40 pk 3,000, GI-40 pk 3,800;Central ENLACE HOSPITAL;0;1;15;3;104,47;18;1;19;
2025-10-17;08:30:00 - 09:00:00;GI-40;[GI-40] 316-ETD ENLACE HOSPITAL-A LA GI-20, GI-40 pk 3,000, GI-40 pk 3,800;Lento ENLACE HOSPITAL;0;64;198;6;92,54;251;17;268;
2025-10-17;08:30:00 - 09:00:00;A-15;[A-15] 259-ETD SAN SEBASTIÁN-ANDOAIN, A-15 pk 164,300, A-15 pk 166,100;Central ANDOAIN;1;23;361;40;101,69;327;98;425;
2025-10-17;08:30:00 - 09:00:00;A-15;[A-15] 259-ETD SAN SEBASTIÁN-ANDOAIN, A-15 pk 164,300, A-15 pk 166,100;Rápido ANDOAIN;1;1;268;149;113,96;408;11;419;
2025-10-17;08:30:00 - 09:00:00;A-15;[A-15] 259-ETD SAN SEBASTIÁN-ANDOAIN, A-15 pk 164,300, A-15 pk 166,100;Lento ANDOAIN;4;132;27;0;69,82;147;16;163;
2025-10-17;08:30:00 - 09:00:00;A-15;[A-15] 259-ETD SAN SEBASTIÁN-ANDOAIN, A-15 pk 164,300, A-15 pk 166,100;Rápido SAN SEBASTIÁN;0;0;219;96;112,19;300;15;315;
2025-10-17;08:30:00 - 09:00:00;A-15;[A-15] 259-ETD SAN SEBASTIÁN-ANDOAIN, A-15 pk 164,300, A-15 pk 166,100;Lento SAN SEBASTIÁN;0;50;60;3;85,58;93;20;113;
2025-10-17;08:30:00 - 09:00:00;A-15;[A-15] 259-ETD SAN SEBASTIÁN-ANDOAIN, A-15 pk 164,300, A-15 pk 166,100;Central SAN SEBASTIÁN;0;29;298;37;101,28;240;124;364;
2025-10-17;08:30:00 - 09:00:00;GI-11;[GI-11] 247-ETD N-I-A LA GI-20, GI-11 pk 0,000, GI-11 pk 2,500;Rápido A LA GI-20;2;118;299;0;89,79;407;12;419;
2025-10-17;08:30:00 - 09:00:00;GI-11;[GI-11] 247-ETD N-I-A LA GI-20, GI-11 pk 0,000, GI-11 pk 2,500;Lento N-I;8;203;11;0;65,29;200;22;222;
2025-10-17;08:30:00 - 09:00:00;GI-11;[GI-11] 247-ETD N-I-A LA GI-20, GI-11 pk 0,000, GI-11 pk 2,500;Central N-I;4;457;106;0;71,26;519;48;567;
2025-10-17;08:30:00 - 09:00:00;GI-11;[GI-11] 247-ETD N-I-A LA GI-20, GI-11 pk 0,000, GI-11 pk 2,500;Rápido N-I;1;121;234;0;87,89;348;8;356;
2025-10-17;08:30:00 - 09:00:00;GI-11;[GI-11] 247-ETD N-I-A LA GI-20, GI-11 pk 0,000, GI-11 pk 2,500;Lento A LA GI-20;65;210;0;0;55,55;258;17;275;
2025-10-17;08:30:00 - 09:00:00;GI-11;[GI-11] 247-ETD N-I-A LA GI-20, GI-11 pk 0,000, GI-11 pk 2,500;Central A LA GI-20;31;363;180;1;73,93;526;49;575;
2025-10-17;08:30:00 - 09:00:00;GI-3321;[GI-3321] 62-ETD ALTO AZKARATE-ELGOIBAR, GI-3321 pk 0,000, GI-3321 pk 5,400;Lento ALTO AZKARATE;6;0;0;0;25;5;1;6;
2025-10-17;08:30:00 - 09:00:00;GI-3321;[GI-3321] 62-ETD ALTO AZKARATE-ELGOIBAR, GI-3321 pk 0,000, GI-3321 pk 5,400;Lento ELGOIBAR;1;0;0;0;25;1;0;1;
2025-10-17;08:30:00 - 09:00:00;GI-636;[GI-636] 103-ETD PASAIA-PTE. BEHOBIA, GI-636 pk 12,500, GI-636 pk 15,300;Lento PTE. BEHOBIA;60;350;10;0;60,12;406;14;420;
2025-10-17;08:30:00 - 09:00:00;GI-636;[GI-636] 103-ETD PASAIA-PTE. BEHOBIA, GI-636 pk 12,500, GI-636 pk 15,300;Lento PASAIA;18;281;14;0;64,27;287;26;313;
2025-10-17;08:30:00 - 09:00:00;GI-20;[GI-20] 277-ETD USURBIL, AP-8-ERRENTERIA,AP-8, GI-20 pk 2,400, GI-20 pk 5,000;Rápido USURBIL, AP-8;1;4;335;10;100,53;349;1;350;
2025-10-17;08:30:00 - 09:00:00;GI-20;[GI-20] 277-ETD USURBIL, AP-8-ERRENTERIA,AP-8, GI-20 pk 2,400, GI-20 pk 5,000;Central USURBIL, AP-8;1;117;337;1;90,94;422;34;456;
2025-10-17;08:30:00 - 09:00:00;GI-20;[GI-20] 277-ETD USURBIL, AP-8-ERRENTERIA,AP-8, GI-20 pk 2,400, GI-20 pk 5,000;Lento USURBIL, AP-8;65;227;67;0;64,29;335;24;359;
