Fecha;Hora;Sistema;ETD;Detector;0-50 (km/h);50-80 (km/h);80-120 (km/h);120-255 (km/h);Velocidad media (km/h);0-6 (m);6-999 (m);Vehículos totales;
2025-10-14;12:00:00 - 12:30:00;GI-636;[GI-636] 36-ETD PASAIA-IRUN, GI-636 pk 4,500, GI-636 pk 7,900;Lento IRUN;117;73;0;0;40,37;149;41;190;
2025-10-14;12:00:00 - 12:30:00;GI-20;[GI-20] 16-ETD USURBIL, AP-8-ERRENTERIA,AP-8, GI-20 pk 7,000, GI-20 pk 9,800;Central USURBIL, AP-8;0;6;142;3;99,4;138;13;151;
2025-10-14;12:00:00 - 12:30:00;GI-20;[GI-20] 16-ETD USURBIL, AP-8-ERRENTERIA,AP-8, GI-20 pk 7,000, GI-20 pk 9,800;Lento USURBIL, AP-8;2;196;171;0;81;282;87;369;
2025-10-14;12:00:00 - 12:30:00;GI-20;[GI-20] 16-ETD USURBIL, AP-8-ERRENTERIA,AP-8, GI-20 pk 7,000, GI-20 pk 9,800;Central ERRENTERIA,AP-8;0;46;99;0;88,9;139;6;145;
2025-10-14;12:00:00 - 12:30:00;GI-20;[GI-20] 16-ETD USURBIL, AP-8-ERRENTERIA,AP-8, GI-20 pk 7,000, GI-20 pk 9,800;Lento ERRENTERIA,AP-8;1;341;79;1;71,64;333;89;422;
2025-10-14;12:00:00 - 12:30:00;GI-20;[GI-20] 249-ETD USURBIL, AP-8-ERRENTERIA AP-8, GI-20 pk 13,800, GI-20 pk 15,900;Rápido USURBIL, AP-8;0;0;65;5;102,86;69;1;70;
2025-10-14;12:00:00 - 12:30:00;GI-20;[GI-20] 249-ETD USURBIL, AP-8-ERRENTERIA AP-8, GI-20 pk 13,800, GI-20 pk 15,900;Central USURBIL, AP-8;0;33;216;0;95,36;226;23;249;
2025-10-14;12:00:00 - 12:30:00;GI-20;[GI-20] 249-ETD USURBIL, AP-8-ERRENTERIA AP-8, GI-20 pk 13,800, GI-20 pk 15,900;Lento USURBIL, AP-8;49;95;0;0;51,39;119;25;144;
2025-10-14;12:00:00 - 12:30:00;GI-20;[GI-20] 249-ETD USURBIL, AP-8-ERRENTERIA AP-8, GI-20 pk 13,800, GI-20 pk 15,900;Rápido ERRENTERIA AP-8;0;4;59;3;99,7;64;2;66;
2025-10-14;12:00:00 - 12:30:00;GI-20;[GI-20] 249-ETD USURBIL, AP-8-ERRENTERIA AP-8, GI-20 pk 13,800, GI-20 pk 15,900;Central ERRENTERIA AP-8;0;62;225;4;93,09;253;38;291;
2025-10-14;12:00:00 - 12:30:00;GI-20;[GI-20] 249-ETD USURBIL, AP-8-ERRENTERIA AP-8, GI-20 pk 13,800, GI-20 pk 15,900;Lento ERRENTERIA AP-8;4;148;5;0;65,1;136;21;157;
2025-10-14;12:00:00 - 12:30:00;A-15;[A-15] 120-ETD ANDOAIN-SAN SEBASTIÁN, A-15 pk 162,100, A-15 pk 164,300;Central SAN SEBASTIÁN;0;5;138;37;107,25;170;10;180;
2025-10-14;12:00:00 - 12:30:00;A-15;[A-15] 120-ETD ANDOAIN-SAN SEBASTIÁN, A-15 pk 162,100, A-15 pk 164,300;Lento SAN SEBASTIÁN;0;60;263;20;96,21;214;129;343;
2025-10-14;12:00:00 - 12:30:00;A-15;[A-15] 120-ETD ANDOAIN-SAN SEBASTIÁN, A-15 pk 162,100, A-15 pk 164,300;Lento ANDOAIN;1;16;418;23;100,62;251;207;458;
2025-10-14;12:00:00 - 12:30:00;A-15;[A-15] 120-ETD ANDOAIN-SAN SEBASTIÁN, A-15 pk 162,100, A-15 pk 164,300;Central ANDOAIN;0;0;176;76;112,06;231;21;252;
2025-10-14;12:00:00 - 12:30:00;AP-8;[AP-8] 257-ETD FRANCIA-BILBAO, AP-8 pk 0,000, AP-8 pk 0,500;Central BILBAO;0;57;75;0;84,89;117;15;132;
2025-10-14;12:00:00 - 12:30:00;AP-8;[AP-8] 257-ETD FRANCIA-BILBAO, AP-8 pk 0,000, AP-8 pk 0,500;Central FRANCIA;0;37;68;0;87,67;97;8;105;
2025-10-14;12:00:00 - 12:30:00;AP-8;[AP-8] 257-ETD FRANCIA-BILBAO, AP-8 pk 0,000, AP-8 pk 0,500;Lento FRANCIA;12;274;36;0;67,42;170;152;322;
2025-10-14;12:00:00 - 12:30:00;AP-8;[AP-8] 257-ETD FRANCIA-BILBAO, AP-8 pk 0,000, AP-8 pk 0,500;Lento BILBAO;18;244;28;0;65,9;83;207;290;
2025-10-14;12:00:00 - 12:30:00;GI-2135;[GI-2135] 48-ETD NAVARRA-TOLOSA, GI-2135 pk 2,300, GI-2135 pk 11,200;Lento NAVARRA;9;28;0;0;55,27;32;5;37;
2025-10-14;12:00:00 - 12:30:00;GI-2135;[GI-2135] 48-ETD NAVARRA-TOLOSA, GI-2135 pk 2,300, GI-2135 pk 11,200;Lento TOLOSA;8;32;0;0;57;35;5;40;
2025-10-14;12:00:00 - 12:30:00;N-634;[N-634] 317-ETD SAN SEBASTIÁN-SANTANDER, N-634 pk 62,000, N-634 pk 65,900;Lento SAN SEBASTIÁN;2;46;41;0;80,22;79;10;89;
2025-10-14;12:00:00 - 12:30:00;N-634;[N-634] 317-ETD SAN SEBASTIÁN-SANTANDER, N-634 pk 62,000, N-634 pk 65,900;Lento SANTANDER;0;47;46;0;82,31;82;11;93;
2025-10-14;12:00:00 - 12:30:00;N-634;[N-634] 317-ETD SAN SEBASTIÁN-SANTANDER, N-634 pk 62,000, N-634 pk 65,900;Central SANTANDER;0;4;14;2;97;20;0;20;
2025-10-14;12:00:00 - 12:30:00;A-15;[A-15] 303-ETD SAN SEBASTIÁN-ANDOAIN, A-15 pk 166,100, A-15 pk 167,000;Central SAN SEBASTIÁN;0;0;118;27;107,45;137;8;145;
2025-10-14;12:00:00 - 12:30:00;A-15;[A-15] 303-ETD SAN SEBASTIÁN-ANDOAIN, A-15 pk 166,100, A-15 pk 167,000;Lento SAN SEBASTIÁN;0;49;336;14;97,11;267;132;399;
2025-10-14;12:00:00 - 12:30:00;A-15;[A-15] 303-ETD SAN SEBASTIÁN-ANDOAIN, A-15 pk 166,100, A-15 pk 167,000;Central ANDOAIN;0;0;280;22;102,91;276;26;302;
2025-10-14;12:00:00 - 12:30:00;A-15;[A-15] 303-ETD SAN SEBASTIÁN-ANDOAIN, A-15 pk 166,100, A-15 pk 167,000;Lento ANDOAIN;0;120;338;0;90,83;264;194;458;
2025-10-14;12:00:00 - 12:30:00;GI-2120;[GI-2120] 97-ETD NAVARRA-BEASAIN, GI-2120 pk 60,900, GI-2120 pk 63,400;Lento BEASAIN;11;42;0;0;56,7;49;4;53;
2025-10-14;12:00:00 - 12:30:00;GI-2120;[GI-2120] 97-ETD NAVARRA-BEASAIN, GI-2120 pk 60,900, GI-2120 pk 63,400;Lento NAVARRA;12;36;3;0;57,65;50;1;51;
2025-10-14;12:00:00 - 12:30:00;N-634;[N-634] 106-ETD SAN SEBASTIÁN-SANTANDER, N-634 pk 58,200, N-634 pk 60,700;Lento SANTANDER;25;149;2;0;59,72;155;21;176;
2025-10-14;12:00:00 - 12:30:00;N-634;[N-634] 106-ETD SAN SEBASTIÁN-SANTANDER, N-634 pk 58,200, N-634 pk 60,700;Lento SAN SEBASTIÁN;35;152;3;0;58,18;172;18;190;
2025-10-14;12:00:00 - 12:30:00;GI-3711;[GI-3711] 207-ETD UGARTE-BEDAIO, GI-3711 pk 0,000, GI-3711 pk 6,900;Lento UGARTE;1;2;0;0;51,67;3;0;3;
2025-10-14;12:00:00 - 12:30:00;GI-3711;[GI-3711] 207-ETD UGARTE-BEDAIO, GI-3711 pk 0,000, GI-3711 pk 6,900;Lento BEDAIO;1;1;0;0;45;2;0;2;
2025-10-14;12:00:00 - 12:30:00;N-634;[N-634] 55-ETD SAN SEBASTIÁN-SANTANDER, N-634 pk 29,800, N-634 pk 31,000;Lento SAN SEBASTIÁN;162;21;0;0;29,59;156;27;183;
2025-10-14;12:00:00 - 12:30:00;N-634;[N-634] 55-ETD SAN SEBASTIÁN-SANTANDER, N-634 pk 29,800, N-634 pk 31,000;Lento SANTANDER;187;14;0;0;27,79;170;31;201;
2025-10-14;12:00:00 - 12:30:00;N-634;[N-634] 11-ETD SAN SEBASTIÁN-SANTANDER, N-634 pk 60,700, N-634 pk 62,000;Lento SANTANDER;56;141;0;0;53,63;175;22;197;
2025-10-14;12:00:00 - 12:30:00;N-634;[N-634] 11-ETD SAN SEBASTIÁN-SANTANDER, N-634 pk 60,700, N-634 pk 62,000;Lento SAN SEBASTIÁN;90;121;0;0;47,94;188;23;211;
2025-10-14;12:00:00 - 12:30:00;GI-20;[GI-20] 277-ETD USURBIL, AP-8-ERRENTERIA,AP-8, GI-20 pk 2,400, GI-20 pk 5,000;Lento ERRENTERIA,AP-8;4;337;79;0;71,2;402;18;420;
2025-10-14;12:00:00 - 12:30:00;GI-20;[GI-20] 277-ETD USURBIL, AP-8-ERRENTERIA,AP-8, GI-20 pk 2,400, GI-20 pk 5,000;Central ERRENTERIA,AP-8;0;39;454;4;97,58;414;83;497;
2025-10-14;12:00:00 - 12:30:00;GI-20;[GI-20] 277-ETD USURBIL, AP-8-ERRENTERIA,AP-8, GI-20 pk 2,400, GI-20 pk 5,000;Rápido ERRENTERIA,AP-8;0;0;137;15;103,95;149;3;152;
2025-10-14;12:00:00 - 12:30:00;GI-20;[GI-20] 277-ETD USURBIL, AP-8-ERRENTERIA,AP-8, GI-20 pk 2,400, GI-20 pk 5,000;Lento USURBIL, AP-8;73;317;31;0;60,64;375;46;421;
2025-10-14;12:00:00 - 12:30:00;GI-20;[GI-20] 277-ETD USURBIL, AP-8-ERRENTERIA,AP-8, GI-20 pk 2,400, GI-20 pk 5,000;Central USURBIL, AP-8;0;135;245;0;87,57;333;47;380;
2025-10-14;12:00:00 - 12:30:00;GI-20;[GI-20] 277-ETD USURBIL, AP-8-ERRENTERIA,AP-8, GI-20 pk 2,400, GI-20 pk 5,000;Rápido USURBIL, AP-8;0;11;190;8;99,69;203;6;209;
2025-10-14;12:00:00 - 12:30:00;N-I;[N-I] 33-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 447,700, N-I pk 453,400;Central VITORIA-GASTEIZ;0;0;126;9;102,67;123;12;135;
2025-10-14;12:00:00 - 12:30:00;N-I;[N-I] 33-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 447,700, N-I pk 453,400;Lento VITORIA-GASTEIZ;0;144;272;2;88,13;310;108;418;
2025-10-14;12:00:00 - 12:30:00;N-I;[N-I] 33-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 447,700, N-I pk 453,400;Central LASARTE-ORIA;0;12;174;2;98,19;167;21;188;
2025-10-14;12:00:00 - 12:30:00;N-I;[N-I] 33-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 447,700, N-I pk 453,400;Lento LASARTE-ORIA;0;231;217;0;81,95;301;147;448;
2025-10-14;12:00:00 - 12:30:00;GI-41;[GI-41] 302-ETD SAN SEBASTIÁN-A-15, GI-41 pk 0,000, GI-41 pk 1,400;Lento A-15;0;96;355;12;93,78;394;69;463;
2025-10-14;12:00:00 - 12:30:00;GI-41;[GI-41] 302-ETD SAN SEBASTIÁN-A-15, GI-41 pk 0,000, GI-41 pk 1,400;Central A-15;0;0;125;45;110,59;165;5;170;
2025-10-14;12:00:00 - 12:30:00;GI-41;[GI-41] 302-ETD SAN SEBASTIÁN-A-15, GI-41 pk 0,000, GI-41 pk 1,400;Lento SAN SEBASTIÁN;0;73;343;10;94,94;373;53;426;
2025-10-14;12:00:00 - 12:30:00;GI-41;[GI-41] 302-ETD SAN SEBASTIÁN-A-15, GI-41 pk 0,000, GI-41 pk 1,400;Central SAN SEBASTIÁN;0;0;122;29;107,68;147;4;151;
2025-10-14;12:00:00 - 12:30:00;AP-636;[AP-636] 170-ETD BEASAIN-BERGARA, AP-636 pk 2,800, AP-636 pk 5,000;Central BEASAIN;0;0;32;18;114,4;48;2;50;
2025-10-14;12:00:00 - 12:30:00;AP-636;[AP-636] 170-ETD BEASAIN-BERGARA, AP-636 pk 2,800, AP-636 pk 5,000;Lento BEASAIN;0;17;215;29;102,16;194;67;261;
2025-10-14;12:00:00 - 12:30:00;AP-636;[AP-636] 170-ETD BEASAIN-BERGARA, AP-636 pk 2,800, AP-636 pk 5,000;Central BERGARA;0;0;43;24;114,33;66;1;67;
2025-10-14;12:00:00 - 12:30:00;AP-636;[AP-636] 170-ETD BEASAIN-BERGARA, AP-636 pk 2,800, AP-636 pk 5,000;Lento BERGARA;0;13;215;21;101,55;187;62;249;
2025-10-14;12:00:00 - 12:30:00;N-634;[N-634] 45-ETD SANTANDER-SAN SEBASTIÁN, N-634 pk 54,000, N-634 pk 57,600;Lento SANTANDER;22;128;1;0;59,4;135;16;151;
2025-10-14;12:00:00 - 12:30:00;N-634;[N-634] 45-ETD SANTANDER-SAN SEBASTIÁN, N-634 pk 54,000, N-634 pk 57,600;Lento SAN SEBASTIÁN;55;97;0;0;50,53;138;14;152;
2025-10-14;12:00:00 - 12:30:00;GI-40;[GI-40] 287-ETD ROTONDA GARBERA-A LA GI-41, GI-40 pk 0,000, GI-40 pk 1,900;Lento ROTONDA GARBERA;2;375;27;0;67,14;363;41;404;
2025-10-14;12:00:00 - 12:30:00;GI-40;[GI-40] 287-ETD ROTONDA GARBERA-A LA GI-41, GI-40 pk 0,000, GI-40 pk 1,900;Lento A LA GI-41;13;339;60;0;68,83;356;56;412;
2025-10-14;12:00:00 - 12:30:00;GI-40;[GI-40] 287-ETD ROTONDA GARBERA-A LA GI-41, GI-40 pk 0,000, GI-40 pk 1,900;Central A LA GI-41;0;48;86;0;87,46;125;9;134;
2025-10-14;12:00:00 - 12:30:00;GI-40;[GI-40] 287-ETD ROTONDA GARBERA-A LA GI-41, GI-40 pk 0,000, GI-40 pk 1,900;Central ROTONDA GARBERA;0;41;55;0;85,05;93;3;96;
2025-10-14;12:00:00 - 12:30:00;N-638;[N-638] 118-ETD HONDARRIBIA-IRUN, N-638 pk 1,000, N-638 pk 2,400;Lento HONDARRIBIA;193;208;1;0;45,88;383;19;402;
2025-10-14;12:00:00 - 12:30:00;N-638;[N-638] 118-ETD HONDARRIBIA-IRUN, N-638 pk 1,000, N-638 pk 2,400;Lento IRUN;179;275;4;0;49,67;438;20;458;
2025-10-14;12:00:00 - 12:30:00;N-121-A;[N-121-A] 288-ETD BEHOBIA, GI-636-NAVARRA, N-121-A pk 68,400, N-121-A pk 74,500;Lento BEHOBIA, GI-636;0;13;87;1;95,89;53;48;101;
2025-10-14;12:00:00 - 12:30:00;N-121-A;[N-121-A] 288-ETD BEHOBIA, GI-636-NAVARRA, N-121-A pk 68,400, N-121-A pk 74,500;Central BEHOBIA, GI-636;0;1;61;4;101,89;56;10;66;
2025-10-14;12:00:00 - 12:30:00;N-121-A;[N-121-A] 288-ETD BEHOBIA, GI-636-NAVARRA, N-121-A pk 68,400, N-121-A pk 74,500;Lento NAVARRA;0;12;149;6;98,92;101;66;167;
2025-10-14;12:00:00 - 12:30:00;GI-636;[GI-636] 101-ETD PASAIA-IRUN, GI-636 pk 0,000, GI-636 pk 2,100;Lento PASAIA;16;132;13;0;63,85;142;19;161;
2025-10-14;12:00:00 - 12:30:00;GI-636;[GI-636] 101-ETD PASAIA-IRUN, GI-636 pk 0,000, GI-636 pk 2,100;Central PASAIA;20;412;102;1;70,32;466;69;535;
2025-10-14;12:00:00 - 12:30:00;GI-636;[GI-636] 101-ETD PASAIA-IRUN, GI-636 pk 0,000, GI-636 pk 2,100;Rápido PASAIA;0;35;161;4;94,68;190;10;200;
2025-10-14;12:00:00 - 12:30:00;GI-636;[GI-636] 101-ETD PASAIA-IRUN, GI-636 pk 0,000, GI-636 pk 2,100;Lento IRUN;9;214;39;0;68,84;245;17;262;
2025-10-14;12:00:00 - 12:30:00;GI-636;[GI-636] 101-ETD PASAIA-IRUN, GI-636 pk 0,000, GI-636 pk 2,100;Central IRUN;3;300;126;1;75,15;370;60;430;
2025-10-14;12:00:00 - 12:30:00;GI-636;[GI-636] 101-ETD PASAIA-IRUN, GI-636 pk 0,000, GI-636 pk 2,100;Rápido IRUN;0;32;218;2;95,87;244;8;252;
2025-10-14;12:00:00 - 12:30:00;GI-627;[GI-627] 9211-ETD ARABA-EIBAR, GI-627 pk 51,400, GI-627 pk 56,300;Central ARABA;0;2;11;1;97,86;14;0;14;
2025-10-14;12:00:00 - 12:30:00;GI-627;[GI-627] 9211-ETD ARABA-EIBAR, GI-627 pk 51,400, GI-627 pk 56,300;Lento EIBAR;1;49;26;0;76,45;68;8;76;
2025-10-14;12:00:00 - 12:30:00;GI-627;[GI-627] 9211-ETD ARABA-EIBAR, GI-627 pk 51,400, GI-627 pk 56,300;Lento ARABA;1;28;19;0;78,02;40;8;48;
2025-10-14;12:00:00 - 12:30:00;GI-627;[GI-627] 89-ETD EIBAR-ARABA, GI-627 pk 37,000, GI-627 pk 39,400;Lento EIBAR;74;172;0;0;52,97;204;42;246;
2025-10-14;12:00:00 - 12:30:00;GI-627;[GI-627] 89-ETD EIBAR-ARABA, GI-627 pk 37,000, GI-627 pk 39,400;Lento ARABA;71;193;0;0;54,24;221;43;264;
2025-10-14;12:00:00 - 12:30:00;GI-2634;[GI-2634] 131-ETD TOLOSA-ELGOIBAR, GI-2634 pk 28,800, GI-2634 pk 38,800;Lento ELGOIBAR;1;46;49;1;83,04;84;13;97;
2025-10-14;12:00:00 - 12:30:00;GI-2634;[GI-2634] 131-ETD TOLOSA-ELGOIBAR, GI-2634 pk 28,800, GI-2634 pk 38,800;Lento TOLOSA;4;30;52;0;84,3;73;13;86;
2025-10-14;12:00:00 - 12:30:00;GI-636;[GI-636] 253-ETD IRUN-PASAIA, GI-636 pk 2,100, GI-636 pk 2,600;Lento PASAIA;17;503;101;2;69,82;549;74;623;
2025-10-14;12:00:00 - 12:30:00;GI-636;[GI-636] 253-ETD IRUN-PASAIA, GI-636 pk 2,100, GI-636 pk 2,600;Central IRUN;0;54;192;0;92,32;239;7;246;
2025-10-14;12:00:00 - 12:30:00;GI-636;[GI-636] 253-ETD IRUN-PASAIA, GI-636 pk 2,100, GI-636 pk 2,600;Lento IRUN;3;505;69;0;68,98;507;70;577;
2025-10-14;12:00:00 - 12:30:00;GI-636;[GI-636] 253-ETD IRUN-PASAIA, GI-636 pk 2,100, GI-636 pk 2,600;Central PASAIA;0;48;113;0;89,57;153;8;161;
2025-10-14;12:00:00 - 12:30:00;N-I;[N-I] 96-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 444,700, N-I pk 447,700;Central VITORIA-GASTEIZ;0;0;239;11;101,76;233;17;250;
2025-10-14;12:00:00 - 12:30:00;N-I;[N-I] 96-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 444,700, N-I pk 447,700;Lento VITORIA-GASTEIZ;0;56;418;5;96,33;273;206;479;
2025-10-14;12:00:00 - 12:30:00;N-I;[N-I] 96-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 444,700, N-I pk 447,700;Lento LASARTE-ORIA;0;199;228;0;83,69;296;131;427;
2025-10-14;12:00:00 - 12:30:00;N-I;[N-I] 96-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 444,700, N-I pk 447,700;Central LASARTE-ORIA;0;7;309;7;100,11;297;26;323;
2025-10-14;12:00:00 - 12:30:00;GI-636;[GI-636] 102-ETD PASAIA-PTE. BEHOBIA, GI-636 pk 15,300, GI-636 pk 17,000;Lento PASAIA;174;44;1;0;33,38;189;30;219;
2025-10-14;12:00:00 - 12:30:00;GI-636;[GI-636] 102-ETD PASAIA-PTE. BEHOBIA, GI-636 pk 15,300, GI-636 pk 17,000;Lento PTE. BEHOBIA;228;34;0;0;30,19;243;19;262;
2025-10-14;12:00:00 - 12:30:00;N-I;[N-I] 107-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 426,300, N-I pk 433,300;Lento LASARTE-ORIA;1;91;213;9;90,76;186;128;314;
2025-10-14;12:00:00 - 12:30:00;N-I;[N-I] 107-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 426,300, N-I pk 433,300;Lento VITORIA-GASTEIZ;0;24;342;17;99,58;204;179;383;
2025-10-14;12:00:00 - 12:30:00;N-I;[N-I] 107-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 426,300, N-I pk 433,300;Central VITORIA-GASTEIZ;0;0;144;33;107,46;163;14;177;
2025-10-14;12:00:00 - 12:30:00;N-I;[N-I] 107-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 426,300, N-I pk 433,300;Central LASARTE-ORIA;0;4;141;25;105,06;160;10;170;
2025-10-14;12:00:00 - 12:30:00;N-I;[N-I] 30-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 405,500, N-I pk 412,500;Lento LASARTE-ORIA;36;64;63;1;70,12;68;96;164;
2025-10-14;12:00:00 - 12:30:00;N-I;[N-I] 30-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 405,500, N-I pk 412,500;Central LASARTE-ORIA;1;17;50;2;91,57;56;14;70;
2025-10-14;12:00:00 - 12:30:00;N-I;[N-I] 30-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 405,500, N-I pk 412,500;Lento VITORIA-GASTEIZ;1;76;153;3;88,78;84;149;233;
2025-10-14;12:00:00 - 12:30:00;N-I;[N-I] 30-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 405,500, N-I pk 412,500;Central VITORIA-GASTEIZ;0;5;50;4;99,75;43;16;59;
2025-10-14;12:00:00 - 12:30:00;A-15;[A-15] 69-ETD SAN SEBASTIÁN-ANDOAIN, A-15 pk 167,000, A-15 pk 169,300;Central ANDOAIN;0;62;337;12;95,89;337;74;411;
2025-10-14;12:00:00 - 12:30:00;A-15;[A-15] 69-ETD SAN SEBASTIÁN-ANDOAIN, A-15 pk 167,000, A-15 pk 169,300;Lento ANDOAIN;0;118;139;2;84,36;111;148;259;
2025-10-14;12:00:00 - 12:30:00;A-15;[A-15] 69-ETD SAN SEBASTIÁN-ANDOAIN, A-15 pk 167,000, A-15 pk 169,300;Rápido SAN SEBASTIÁN;0;0;120;67;114,33;175;12;187;
2025-10-14;12:00:00 - 12:30:00;A-15;[A-15] 69-ETD SAN SEBASTIÁN-ANDOAIN, A-15 pk 167,000, A-15 pk 169,300;Central SAN SEBASTIÁN;0;34;338;15;98,48;280;107;387;
2025-10-14;12:00:00 - 12:30:00;A-15;[A-15] 69-ETD SAN SEBASTIÁN-ANDOAIN, A-15 pk 167,000, A-15 pk 169,300;Lento SAN SEBASTIÁN;0;18;143;5;97,41;147;19;166;
2025-10-14;12:00:00 - 12:30:00;A-15;[A-15] 69-ETD SAN SEBASTIÁN-ANDOAIN, A-15 pk 167,000, A-15 pk 169,300;Rápido ANDOAIN;0;1;208;31;105,02;233;7;240;
2025-10-14;12:00:00 - 12:30:00;N-I;[N-I] 168-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 412,500, N-I pk 417,900;Lento LASARTE-ORIA;0;61;327;3;94,85;260;131;391;
2025-10-14;12:00:00 - 12:30:00;N-I;[N-I] 168-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 412,500, N-I pk 417,900;Central LASARTE-ORIA;0;1;59;6;103,11;58;8;66;
2025-10-14;12:00:00 - 12:30:00;N-I;[N-I] 168-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 412,500, N-I pk 417,900;Lento VITORIA-GASTEIZ;0;39;270;8;96,7;148;169;317;
2025-10-14;12:00:00 - 12:30:00;N-I;[N-I] 168-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 412,500, N-I pk 417,900;Central VITORIA-GASTEIZ;0;1;99;10;103,32;89;21;110;
2025-10-14;12:00:00 - 12:30:00;GI-40;[GI-40] 316-ETD ENLACE HOSPITAL-A LA GI-20, GI-40 pk 3,000, GI-40 pk 3,800;Central A LA GI-20;0;10;39;1;93,8;49;1;50;
2025-10-14;12:00:00 - 12:30:00;GI-40;[GI-40] 316-ETD ENLACE HOSPITAL-A LA GI-20, GI-40 pk 3,000, GI-40 pk 3,800;Lento ENLACE HOSPITAL;0;13;228;5;98,96;217;29;246;
2025-10-14;12:00:00 - 12:30:00;GI-40;[GI-40] 316-ETD ENLACE HOSPITAL-A LA GI-20, GI-40 pk 3,000, GI-40 pk 3,800;Central ENLACE HOSPITAL;0;0;7;2;108,89;9;0;9;
2025-10-14;12:00:00 - 12:30:00;GI-40;[GI-40] 316-ETD ENLACE HOSPITAL-A LA GI-20, GI-40 pk 3,000, GI-40 pk 3,800;Lento A LA GI-20;1;125;81;0;78,5;196;11;207;
2025-10-14;12:00:00 - 12:30:00;GI-2132;[GI-2132] 1-ETD LASARTE-ORIA-ASTIGARRAGA, GI-2132 pk 0,000, GI-2132 pk 1,000;Central LASARTE-ORIA;8;93;7;0;64,31;98;10;108;
2025-10-14;12:00:00 - 12:30:00;GI-2132;[GI-2132] 1-ETD LASARTE-ORIA-ASTIGARRAGA, GI-2132 pk 0,000, GI-2132 pk 1,000;Lento ASTIGARRAGA;72;289;2;0;57,26;328;35;363;
2025-10-14;12:00:00 - 12:30:00;GI-2132;[GI-2132] 1-ETD LASARTE-ORIA-ASTIGARRAGA, GI-2132 pk 0,000, GI-2132 pk 1,000;Lento LASARTE-ORIA;55;165;9;0;56,77;212;17;229;
2025-10-14;12:00:00 - 12:30:00;N-121-A;[N-121-A] 295-ETD BEHOBIA, GI-636-NAVARRA, N-121-A pk 74,500, N-121-A pk 75,000;Central BEHOBIA, GI-636;32;20;0;0;40,38;51;1;52;
2025-10-14;12:00:00 - 12:30:00;N-121-A;[N-121-A] 295-ETD BEHOBIA, GI-636-NAVARRA, N-121-A pk 74,500, N-121-A pk 75,000;Lento BEHOBIA, GI-636;172;16;0;0;28,4;167;21;188;
2025-10-14;12:00:00 - 12:30:00;N-121-A;[N-121-A] 295-ETD BEHOBIA, GI-636-NAVARRA, N-121-A pk 74,500, N-121-A pk 75,000;Central NAVARRA;150;6;0;0;26,54;136;20;156;
2025-10-14;12:00:00 - 12:30:00;N-121-A;[N-121-A] 295-ETD BEHOBIA, GI-636-NAVARRA, N-121-A pk 74,500, N-121-A pk 75,000;Lento NAVARRA;113;14;0;0;29,41;109;18;127;
2025-10-14;12:00:00 - 12:30:00;GI-636;[GI-636] 84-ETD IRUN-PASAIA, GI-636 pk 9,500, GI-636 pk 12,500;Lento PASAIA;6;345;18;0;66,06;332;37;369;
2025-10-14;12:00:00 - 12:30:00;GI-636;[GI-636] 84-ETD IRUN-PASAIA, GI-636 pk 9,500, GI-636 pk 12,500;Central IRUN;6;206;32;0;68,61;225;19;244;
2025-10-14;12:00:00 - 12:30:00;GI-636;[GI-636] 84-ETD IRUN-PASAIA, GI-636 pk 9,500, GI-636 pk 12,500;Lento IRUN;26;416;4;0;62,98;416;30;446;
2025-10-14;12:00:00 - 12:30:00;GI-636;[GI-636] 84-ETD IRUN-PASAIA, GI-636 pk 9,500, GI-636 pk 12,500;Central PASAIA;2;236;44;0;70,18;262;20;282;
2025-10-14;12:00:00 - 12:30:00;GI-3321;[GI-3321] 62-ETD ALTO AZKARATE-ELGOIBAR, GI-3321 pk 0,000, GI-3321 pk 5,400;Lento ELGOIBAR;4;0;0;0;25;4;0;4;
2025-10-14;12:00:00 - 12:30:00;GI-3321;[GI-3321] 62-ETD ALTO AZKARATE-ELGOIBAR, GI-3321 pk 0,000, GI-3321 pk 5,400;Lento ALTO AZKARATE;2;0;0;0;25;0;2;2;
